chrom	startCoord	endCoord	GeneName	strand	GROValue
chrX	530159	531665	YJR051W	+	-0.449
chrX	532360	534058	YJR052W	+	0.152
chrX	534325	536050	YJR053W	+	-0.122
chrX	536354	537848	YJR054W	+	-0.145
chrX	539070	539565	YJR055W	+	-0.201
chrX	542090	542801	YJR056C	-	-0.575
chrX	544360	545011	YJR057W	+	-0.233
chrX	545030	545474	YJR058C	-	0.157
chrX	546085	548542	YJR059W	+	0.188
chrX	549057	550113	YJR060W	+	0.346
chrX	550809	553617	YJR061W	+	0.308
chrX	553774	555148	YJR062C	-	0.118
chrX	555493	555871	YJR063W	+	-0.412
chrX	556212	557901	YJR064W	+	0.148
chrX	558107	559457	YJR065C	-	-0.337
chrX	559714	567127	YJR066W	+	-0.366
chrX	567317	567743	YJR067C	-	-0.513
chrX	567941	569003	YJR068W	+	-0.183
chrX	569104	569698	YJR069C	-	-0.711
chrX	569919	570897	YJR070C	-	-0.468
chrX	571265	572423	YJR072C	-	-0.624
chrX	572613	573234	YJR073C	-	0.162
chrX	573393	574050	YJR074W	+	0.212
chrX	574279	575470	YJR075W	+	-0.183
chrX	575652	576900	YJR076C	-	-0.403
chrX	577553	578489	YJR077C	-	0.226
chrX	579158	580520	YJR078W	+	1.162
chrX	580503	581538	YJR079W	+	0.433
chrX	580730	581915	YJR080C	-	0.464
chrX	582212	582554	YJR082C	-	0.043
chrX	582906	583836	YJR083C	-	0.072
chrX	584031	585303	YJR084W	+	-0.449
chrX	585418	585736	YJR085C	-	-0.091
chrX	586366	586699	YJR086W	+	-0.132
chrX	586793	587672	YJR088C	-	-0.292
chrX	588016	590881	YJR089W	+	-0.119
chrX	591170	594626	YJR090C	-	-0.248
chrX	595359	598635	YJR091C	-	0.411
chrX	599033	603374	YJR092W	+	-0.207
chrX	603515	604499	YJR093C	-	0.073
chrX	604864	605947	YJR094C	-	-0.372
chrX	610068	611037	YJR095W	+	0.655
chrX	611490	612339	YJR096W	+	0.57
chrX	612708	613227	YJR097W	+	-0.451
chrX	613481	615452	YJR098C	-	0.204
chrX	615871	616582	YJR099W	+	0.064
chrX	616646	617630	YJR100C	-	-0.168
chrX	618529	619330	YJR101W	+	-0.175
chrX	619452	620061	YJR102C	-	-0.201
chrX	621049	622786	YJR103W	+	-0.109
chrX	622845	623310	YJR104C	-	-0.011
chrX	623876	624899	YJR105W	+	-0.015
chrX	625133	627311	YJR106W	+	0.162
chrX	627635	628622	YJR107W	+	0.149
chrX	629007	629379	YJR108W	+	-0.076
chrX	629880	633237	YJR109C	-	0.222
chrX	633910	635977	YJR110W	+	0.144
chrX	636150	637002	YJR111C	-	-0.118
chrX	637325	637931	YJR112W	+	-1.059
chrX	638527	639271	YJR113C	-	-0.165
chrX	638954	639347	YJR114W	+	-0.374
chrX	640237	640747	YJR115W	+	-0.845
chrX	641120	641960	YJR116W	+	0.032
chrX	642302	643664	YJR117W	+	0.092
chrX	643785	644397	YJR118C	-	0
chrX	644599	646786	YJR119C	-	0.349
chrX	647421	647772	YJR120W	+	0
chrX	647902	649438	YJR121W	+	0.138
chrX	650071	651565	YJR122W	+	-0.335
chrX	652196	652874	YJR123W	+	-0.349
chrX	653187	654534	YJR124C	-	-0.692
chrX	655032	656259	YJR125C	-	-0.199
chrX	656549	658985	YJR126C	-	-0.101
chrX	659212	663355	YJR127C	-	0.323
chrX	664295	665315	YJR129C	-	0.168
chrX	665513	667433	YJR130C	-	-0.039
chrX	667939	669589	YJR131W	+	-0.031
chrX	669817	672964	YJR132W	+	-0.544
chrX	673286	673916	YJR133W	+	0.342
chrX	674024	676148	YJR134C	-	-0.143
chrX	676354	677074	YJR135C	-	0.338
chrX	677266	677530	YJR135W-A	+	0
chrX	677736	679002	YJR136C	-	-0.167
chrX	679252	683581	YJR137C	-	-0.084
chrX	684862	689617	YJR138W	+	0.487
chrX	689740	690820	YJR139C	-	0.16
chrX	691045	695992	YJR140C	-	0
chrX	696201	697245	YJR141W	+	-0.348
chrX	697436	698465	YJR142W	+	-0.02
chrX	698621	700910	YJR143C	-	-0.052
chrX	701177	701987	YJR144W	+	-0.575
chrX	702322	703364	YJR145C	-	0.037
chrX	704491	705568	YJR147W	+	-0.383
chrX	706039	707170	YJR148W	+	-0.012
chrX	707455	708670	YJR149W	+	0.622
chrX	709106	710003	YJR150C	-	1.001
chrX	712550	716036	YJR151C	-	-0.299
chrX	719961	721593	YJR152W	+	0.093
chrX	723110	724196	YJR153W	+	0.185
chrX	726079	727120	YJR154W	+	0.963
chrX	727700	728567	YJR155W	+	0.805
chrX	728869	729892	YJR156C	-	0.338
chrX	732735	734439	YJR158W	+	0.573
chrX	736339	737413	YJR159W	+	0.015
chrX	738303	740112	YJR160C	-	0.695
chrXI	1809	2181	YKL224C	-	0.418
chrXI	3502	5620	YKL222C	-	0.107
chrXI	6106	7528	YKL221W	+	0
chrXI	9090	11226	YKL220C	-	0.153
chrXI	17358	18339	YKL218C	-	0.033
chrXI	22233	24084	YKL217W	+	0.269
chrXI	25214	26159	YKL216W	+	-0.382
chrXI	26826	30687	YKL215C	-	0.009
chrXI	31081	31693	YKL214C	-	0.059
chrXI	31959	34107	YKL213C	-	0.032
chrXI	34542	36414	YKL212W	+	-0.272
chrXI	36698	38153	YKL211C	-	0.014
chrXI	39162	42237	YKL210W	+	-0.011
chrXI	42422	46295	YKL209C	-	-0.445
chrXI	47156	47972	YKL208W	+	0.217
chrXI	48193	48956	YKL207W	+	0.064
chrXI	49006	49810	YKL206C	-	-0.039
chrXI	50051	53354	YKL205W	+	0
chrXI	53704	55603	YKL204W	+	-0.241
chrXI	55935	63363	YKL203C	-	0.156
chrXI	63933	67470	YKL201C	-	0.01
chrXI	68235	70224	YKL198C	-	-0.146
chrXI	70737	73869	YKL197C	-	-0.071
chrXI	74935	75538	YKL196C	-	-0.162
chrXI	75824	77036	YKL195W	+	-0.397
chrXI	77261	78650	YKL194C	-	-0.122
chrXI	78869	79886	YKL193C	-	0.1
chrXI	80163	80541	YKL192C	-	0.112
chrXI	81038	82643	YKL191W	+	-0.49
chrXI	82950	83554	YKL190W	+	0.007
chrXI	84707	85907	YKL189W	+	0.052
chrXI	86228	88790	YKL188C	-	0.318
chrXI	89287	91540	YKL187C	-	0.6
chrXI	92747	93302	YKL186C	-	-0.08
chrXI	94502	96269	YKL185W	+	-0.302
chrXI	96760	98161	YKL184W	+	-0.167
chrXI	98724	99645	YKL183W	+	-0.294
chrXI	100674	106830	YKL182W	+	-0.265
chrXI	107319	108603	YKL181W	+	-0.597
chrXI	109272	110133	YKL180W	+	-0.188
chrXI	110467	112507	YKL179C	-	-0.244
chrXI	113218	114631	YKL178C	-	0.509
chrXI	115503	117990	YKL176C	-	-0.571
chrXI	118796	120308	YKL175W	+	-0.068
chrXI	120383	122240	YKL174C	-	0.206
chrXI	122520	125547	YKL173W	+	0.126
chrXI	125762	127046	YKL172W	+	-0.709
chrXI	127478	130265	YKL171W	+	0.004
chrXI	130637	131054	YKL170W	+	-0.608
chrXI	131291	133466	YKL168C	-	-0.013
chrXI	133724	134138	YKL167C	-	-0.072
chrXI	134512	135709	YKL166C	-	-0.234
chrXI	137935	140695	YKL165C	-	0
chrXI	141797	142823	YKL164C	-	-0.548
chrXI	144404	145382	YKL163W	+	1.221
chrXI	147633	148842	YKL162C	-	0.448
chrXI	149389	150691	YKL161C	-	1.267
chrXI	153272	153710	YKL160W	+	-0.449
chrXI	153819	154455	YKL159C	-	-0.023
chrXI	154994	158236	YKL157W	+	0.458
chrXI	158616	159216	YKL156W	+	-0.551
chrXI	159459	161346	YKL155C	-	-0.368
chrXI	161604	162339	YKL154W	+	-0.328
chrXI	163645	164389	YKL152C	-	0.019
chrXI	164920	165934	YKL151C	-	0.012
chrXI	166547	167456	YKL150W	+	0.507
chrXI	167615	168833	YKL149C	-	-0.04
chrXI	169210	171133	YKL148C	-	0.638
chrXI	171786	173865	YKL146W	+	0.21
chrXI	174216	175620	YKL145W	+	-0.33
chrXI	175846	176485	YKL144C	-	-0.152
chrXI	176784	178176	YKL143W	+	-1.204
chrXI	178518	179178	YKL142W	+	-0.379
chrXI	179670	180267	YKL141W	+	0.084
chrXI	180782	182429	YKL140W	+	-0.017
chrXI	182961	184548	YKL139W	+	-0.623
chrXI	185289	185685	YKL138C	-	-0.286
chrXI	185960	186294	YKL137W	+	0.315
chrXI	186461	188642	YKL135C	-	-0.095
chrXI	189125	191444	YKL134C	-	0.044
chrXI	191680	193072	YKL133C	-	0.476
chrXI	193575	194868	YKL132C	-	0.493
chrXI	195289	196030	YKL130C	-	0.06
chrXI	196350	200169	YKL129C	-	0.033
chrXI	200885	201773	YKL128C	-	-0.337
chrXI	203542	205255	YKL127W	+	0.108
chrXI	205708	207751	YKL126W	+	0.367
chrXI	208248	210132	YKL125W	+	-0.215
chrXI	210594	212334	YKL124W	+	0.477
chrXI	212496	213000	YKL122C	-	-0.54
chrXI	214143	216702	YKL121W	+	0.42
chrXI	217345	218320	YKL120W	+	-1.542
chrXI	218571	219219	YKL119C	-	-0.085
chrXI	220325	220976	YKL117W	+	-0.065
chrXI	221345	222902	YKL116C	-	-0.361
chrXI	223353	224457	YKL114C	-	-0.347
chrXI	224728	225877	YKL113C	-	-0.199
chrXI	226571	228767	YKL112W	+	-0.233
chrXI	228940	229882	YKL110C	-	-0.22
chrXI	232228	233893	YKL109W	+	-0.666
chrXI	234427	235789	YKL108W	+	-0.1
chrXI	236142	237072	YKL107W	+	0.274
chrXI	237537	238893	YKL106W	+	-0.366
chrXI	239186	242585	YKL105C	-	0.012
chrXI	243221	245375	YKL104C	-	0.353
chrXI	246139	247684	YKL103C	-	0.7
chrXI	248921	253478	YKL101W	+	-0.342
chrXI	253698	255463	YKL100C	-	0.943
chrXI	255722	256475	YKL099C	-	-0.467
chrXI	256772	257846	YKL098W	+	0.191
chrXI	259255	259534	YKL096W-A	+	0.526
chrXI	261134	261854	YKL096W	+	0.119
chrXI	262279	263116	YKL095W	+	-0.015
chrXI	263351	264293	YKL094W	+	-0.075
chrXI	264791	265811	YKL093W	+	-0.035
chrXI	266147	269462	YKL092C	-	0.009
chrXI	269720	270653	YKL091C	-	0.472
chrXI	271880	273212	YKL090W	+	0.657
chrXI	273396	275046	YKL089W	+	-0.138
chrXI	275285	277001	YKL088W	+	-0.333
chrXI	277191	277866	YKL087C	-	-0.041
chrXI	278283	278667	YKL086W	+	1.378
chrXI	279125	280130	YKL085W	+	-0.068
chrXI	280511	280862	YKL084W	+	0.624
chrXI	281027	282332	YKL082C	-	-0.72
chrXI	282893	284458	YKL081W	+	-0.317
chrXI	285032	286211	YKL080W	+	0.204
chrXI	286605	288576	YKL079W	+	0.016
chrXI	288847	291055	YKL078W	+	-0.492
chrXI	291455	292634	YKL077W	+	-0.203
chrXI	292958	294311	YKL075C	-	-0.338
chrXI	294612	296196	YKL074C	-	-0.212
chrXI	296432	299078	YKL073W	+	-0.106
chrXI	299584	301885	YKL072W	+	0.063
chrXI	305116	305887	YKL071W	+	0.273
chrXI	306213	306723	YKL070W	+	0.089
chrXI	307287	307830	YKL069W	+	-0.478
chrXI	310201	313081	YKL068W	+	-0.056
chrXI	314814	315276	YKL067W	+	0.482
chrXI	316439	317060	YKL065C	-	0.492
chrXI	317766	320676	YKL064W	+	0.15
chrXI	321017	321521	YKL063C	-	0.096
chrXI	323230	325123	YKL062W	+	0.812
chrXI	325773	326115	YKL061W	+	-0.116
chrXI	326410	327490	YKL060C	-	0.061
chrXI	328120	329446	YKL059C	-	-0.192
chrXI	330168	330537	YKL058W	+	0.1
chrXI	330858	333972	YKL057C	-	0.394
chrXI	334414	334918	YKL056C	-	0.079
chrXI	335323	336160	YKL055C	-	-0.22
chrXI	336539	338756	YKL054C	-	-0.025
chrXI	339184	339445	YKL053C-A	-	-0.109
chrXI	339670	340549	YKL052C	-	-0.155
chrXI	341314	342376	YKL051W	+	-0.245
chrXI	346077	346767	YKL049C	-	0.281
chrXI	347216	349139	YKL048C	-	-0.283
chrXI	349465	351016	YKL047W	+	0.246
chrXI	351277	352627	YKL046C	-	0.44
chrXI	353495	355082	YKL045W	+	0.096
chrXI	356750	357851	YKL043W	+	-0.234
chrXI	358477	359569	YKL042W	+	0.102
chrXI	360145	360820	YKL041W	+	-0.894
chrXI	361060	361831	YKL040C	-	-0.765
chrXI	362624	364197	YKL039W	+	0.163
chrXI	365608	369121	YKL038W	+	0.305
chrXI	369894	371394	YKL035W	+	0.286
chrXI	371832	374109	YKL034W	+	0.308
chrXI	375460	378577	YKL033W	+	0
chrXI	380069	381863	YKL032C	-	-0.208
chrXI	382720	384730	YKL029C	-	-1.049
chrXI	385762	387211	YKL028W	+	-0.219
chrXI	387566	388910	YKL027W	+	-0.19
chrXI	389384	389888	YKL026C	-	0.444
chrXI	390244	392284	YKL025C	-	0.131
chrXI	392530	393145	YKL024C	-	0.139
chrXI	393725	394559	YKL023W	+	0.057
chrXI	394730	397253	YKL022C	-	-0.323
chrXI	397348	398755	YKL021C	-	-0.43
chrXI	398836	402085	YKL020C	-	-0.347
chrXI	402572	403523	YKL019W	+	-0.086
chrXI	403584	403884	YKL018C-A	-	-0.151
chrXI	404106	405096	YKL018W	+	0.064
chrXI	405194	407246	YKL017C	-	0.02
chrXI	407469	407994	YKL016C	-	0.112
chrXI	408548	411488	YKL015W	+	-0.215
chrXI	411623	416918	YKL014C	-	-0.251
chrXI	417512	418028	YKL013C	-	0.05
chrXI	418314	420066	YKL012W	+	-0.091
chrXI	420159	421221	YKL011C	-	0.018
chrXI	421428	425880	YKL010C	-	0.01
chrXI	426246	426957	YKL009W	+	-0.3
chrXI	427299	428556	YKL008C	-	-0.042
chrXI	429306	430113	YKL007W	+	-0.137
chrXI	430202	430637	YKL006C-A	-	-0.168
chrXI	431910	432725	YKL006W	+	-0.252
chrXI	433097	434882	YKL005C	-	0.2
chrXI	435584	436790	YKL004W	+	0.059
chrXI	437101	437497	YKL003C	-	-0.151
chrXI	437782	438549	YKL002W	+	0.29
chrXI	438781	439390	YKL001C	-	0.184
chrXI	440612	442727	YKR001C	-	0.192
chrXI	443236	444943	YKR002W	+	0.414
chrXI	445385	446732	YKR003W	+	0.396
chrXI	446803	448041	YKR004C	-	0.113
chrXI	448525	450172	YKR005C	-	0
chrXI	450427	451222	YKR006C	-	-0.024
chrXI	451438	451993	YKR007W	+	-0.01
chrXI	452205	454083	YKR008W	+	-0.05
chrXI	454356	457059	YKR009C	-	0
chrXI	458928	461244	YKR010C	-	-0.046
chrXI	461639	462701	YKR011C	-	0.332
chrXI	463963	464953	YKR013W	+	0.098
chrXI	465371	466076	YKR014C	-	0.162
chrXI	466965	468672	YKR015C	-	0.15
chrXI	469721	471344	YKR016W	+	-0.327
chrXI	471698	473354	YKR017C	-	0.29
chrXI	473727	475905	YKR018C	-	0.154
chrXI	476220	478068	YKR019C	-	-0.229
chrXI	478342	478837	YKR020W	+	0.105
chrXI	479238	481986	YKR021W	+	-0.037
chrXI	482175	483144	YKR022C	-	-0.043
chrXI	483423	485016	YKR023W	+	0.099
chrXI	485148	487377	YKR024C	-	-0.3
chrXI	487774	488623	YKR025W	+	-0.252
chrXI	488742	489660	YKR026C	-	-0.503
chrXI	491368	493666	YKR027W	+	0.022
chrXI	494261	497363	YKR028W	+	-0.548
chrXI	497582	499838	YKR029C	-	0.012
chrXI	500286	501108	YKR030W	+	-0.244
chrXI	501348	506400	YKR031C	-	0.3
chrXI	506902	507712	YKR034W	+	0.415
chrXI	507943	508558	YKR035W-A	+	-0.272
chrXI	508706	510638	YKR036C	-	-0.342
chrXI	510914	511802	YKR037C	-	0.221
chrXI	512003	513164	YKR038C	-	0.102
chrXI	515067	516876	YKR039W	+	1.668
chrXI	518202	518955	YKR041W	+	-0.042
chrXI	519531	520629	YKR042W	+	-0.448
chrXI	520901	521717	YKR043C	-	-0.022
chrXI	522019	523351	YKR044W	+	-0.842
chrXI	523422	523974	YKR045C	-	-0.085
chrXI	524227	525079	YKR046C	-	0.245
chrXI	525391	526645	YKR048C	-	-0.348
chrXI	526834	527236	YKR049C	-	0.302
chrXI	527819	530489	YKR050W	+	-0.168
chrXI	530950	532207	YKR051W	+	-0.127
chrXI	532554	533469	YKR052C	-	0.07
chrXI	534071	535286	YKR053C	-	0.015
chrXI	535651	547930	YKR054C	-	-0.258
chrXI	548220	549096	YKR055W	+	0.119
chrXI	549452	551373	YKR056W	+	-0.384
chrXI	551662	552248	YKR057W	+	-0.465
chrXI	552775	554626	YKR058W	+	-0.045
chrXI	554992	556180	YKR059W	+	0.098
chrXI	556523	557348	YKR060W	+	-0.145
chrXI	557682	558960	YKR061W	+	0.088
chrXI	559671	560658	YKR062W	+	-0.006
chrXI	560794	562303	YKR063C	-	-0.517
chrXI	562552	565144	YKR064W	+	0
chrXI	565304	565898	YKR065C	-	0.102
chrXI	566118	567204	YKR066C	-	-0.168
chrXI	567923	570155	YKR067W	+	0.417
chrXI	570333	570915	YKR068C	-	0.06
chrXI	571617	573399	YKR069W	+	0.374
chrXI	573579	574638	YKR070W	+	-0.237
chrXI	574939	575986	YKR071C	-	-0.88
chrXI	576440	578129	YKR072C	-	-0.147
chrXI	579214	579682	YKR074W	+	-0.188
chrXI	579832	580756	YKR075C	-	0.937
chrXI	582288	583401	YKR076W	+	0.672
chrXI	583658	584750	YKR077W	+	0.47
chrXI	584957	586715	YKR078W	+	-0.137
chrXI	586794	589311	YKR079C	-	0
chrXI	590400	591363	YKR080W	+	-0.424
chrXI	591511	592546	YKR081C	-	-0.516
chrXI	592830	596304	YKR082W	+	-0.347
chrXI	596426	596828	YKR083C	-	-0.177
chrXI	597060	598896	YKR084C	-	-0.324
chrXI	599099	599687	YKR085C	-	-0.165
chrXI	599862	603078	YKR086W	+	-0.591
chrXI	603200	604239	YKR087C	-	-0.272
chrXI	604411	605425	YKR088C	-	0.169
chrXI	605639	608372	YKR089C	-	0.397
chrXI	608952	611073	YKR090W	+	0.016
chrXI	611532	612273	YKR091W	+	0.369
chrXI	612672	613893	YKR092C	-	-0.759
chrXI	615737	617543	YKR093W	+	0.969
chrXI	618003	618758	YKR094C	-	-0.242
chrXI	619812	625440	YKR095W	+	-0.728
chrXI	626800	630388	YKR096W	+	0.2
chrXI	631159	632809	YKR097W	+	0.342
chrXI	633033	635187	YKR098C	-	0.096
chrXI	635858	638294	YKR099W	+	-0.538
chrXI	638909	639977	YKR100C	-	0.272
chrXI	640548	642513	YKR101W	+	-0.058
chrXI	646364	649874	YKR102W	+	0.169
chrXI	653088	656745	YKR103W	+	-0.497
chrXI	656844	657765	YKR104W	+	-0.657
chrXI	658724	660473	YKR105C	-	-0.425
chrXII	13082	13445	YLL064C	-	0.054
chrXII	14647	16072	YLL063C	-	0.655
chrXII	16638	17613	YLL062C	-	1.049
chrXII	17955	19707	YLL061W	+	1.283
chrXII	21137	21839	YLL060C	-	0.577
chrXII	23568	25296	YLL058W	+	0.77
chrXII	25755	26994	YLL057C	-	0.536
chrXII	27408	28305	YLL056C	-	0.471
chrXII	30108	31704	YLL055W	+	0.301
chrXII	32672	35204	YLL054C	-	0.02
chrXII	35502	35961	YLL053C	-	0.004
chrXII	35911	36361	YLL052C	-	-0.023
chrXII	37332	39471	YLL051C	-	0.21
chrXII	39803	40414	YLL050C	-	0.015
chrXII	40665	41205	YLL049W	+	0.032
chrXII	41279	46265	YLL048C	-	-0.009
chrXII	46713	47463	YLL046C	-	0.06
chrXII	47858	48629	YLL045C	-	-0.167
chrXII	49937	51947	YLL043W	+	-0.2
chrXII	52086	52590	YLL042C	-	0.02
chrXII	53130	53931	YLL041C	-	0.238
chrXII	54210	63645	YLL040C	-	-0.033
chrXII	64061	65207	YLL039C	-	0.522
chrXII	65774	66518	YLL038C	-	-0.401
chrXII	66744	68256	YLL036C	-	-0.451
chrXII	68579	70478	YLL035W	+	-0.356
chrXII	70632	73146	YLL034C	-	-0.487
chrXII	73408	74101	YLL033W	+	0.397
chrXII	74269	76747	YLL032C	-	0
chrXII	77151	80205	YLL031C	-	0.064
chrXII	81460	83710	YLL029W	+	0.113
chrXII	84803	86564	YLL028W	+	1.165
chrXII	87402	88155	YLL027W	+	-0.516
chrXII	88622	91349	YLL026W	+	1.351
chrXII	94746	95121	YLL025W	+	0.374
chrXII	95565	97485	YLL024C	-	0.68
chrXII	97996	98836	YLL023C	-	-0.147
chrXII	99043	100201	YLL022C	-	-0.104
chrXII	100946	105347	YLL021W	+	-0.422
chrXII	105685	107899	YLL019C	-	0.267
chrXII	108675	108972	YLL018C-A	-	-0.624
chrXII	109901	111575	YLL018C	-	-0.305
chrXII	116431	121111	YLL015W	+	0.038
chrXII	121321	121648	YLL014W	+	0.641
chrXII	122074	124714	YLL013C	-	-0.161
chrXII	125533	127255	YLL012W	+	0.547
chrXII	127522	128992	YLL011W	+	-0.695
chrXII	129329	130613	YLL010C	-	-0.341
chrXII	131204	131414	YLL009C	-	-0.114
chrXII	131728	133987	YLL008W	+	-0.495
chrXII	134301	136299	YLL007C	-	-0.188
chrXII	136585	137866	YLL006W	+	-0.057
chrXII	137939	140546	YLL005C	-	-0.061
chrXII	141072	142923	YLL004W	+	-0.274
chrXII	143200	146041	YLL003W	+	-0.011
chrXII	146290	147601	YLL002W	+	-0.018
chrXII	147889	150163	YLL001W	+	0.209
chrXII	151388	153977	YLR001C	-	0.581
chrXII	154342	156334	YLR002C	-	-0.506
chrXII	156854	157730	YLR003C	-	-1.033
chrXII	157933	159505	YLR004C	-	0.236
chrXII	160048	161434	YLR005W	+	-0.119
chrXII	161754	163893	YLR006C	-	0.349
chrXII	164391	165402	YLR007W	+	0.164
chrXII	165576	166083	YLR008C	-	-0.412
chrXII	166536	167136	YLR009W	+	-1.024
chrXII	167319	167802	YLR010C	-	-0.331
chrXII	169102	169678	YLR011W	+	0.09
chrXII	169981	170281	YLR012C	-	0.601
chrXII	171338	171764	YLR013W	+	0.03
chrXII	172267	174982	YLR014C	-	-0.311
chrXII	175226	176744	YLR015W	+	-0.371
chrXII	176801	177416	YLR016C	-	-0.285
chrXII	177607	178621	YLR017W	+	-0.292
chrXII	178706	179606	YLR018C	-	-0.334
chrXII	180287	181481	YLR019W	+	0
chrXII	181788	183405	YLR020C	-	-0.172
chrXII	183622	184162	YLR021W	+	-0.193
chrXII	184173	184926	YLR022C	-	-0.379
chrXII	185497	187129	YLR023C	-	0.741
chrXII	187662	193281	YLR024C	-	0.142
chrXII	194451	195174	YLR025W	+	-0.269
chrXII	195449	196472	YLR026C	-	-0.029
chrXII	196828	198085	YLR027C	-	-0.732
chrXII	199539	201315	YLR028C	-	-0.364
chrXII	201975	202590	YLR029C	-	-0.374
chrXII	203289	204081	YLR030W	+	-0.249
chrXII	204224	204785	YLR031W	+	0.228
chrXII	204990	208500	YLR032W	+	-0.221
chrXII	208760	210269	YLR033W	+	-0.074
chrXII	210511	211933	YLR034C	-	0.508
chrXII	212368	214456	YLR035C	-	0.141
chrXII	221520	222132	YLR036C	-	0.028
chrXII	222684	223059	YLR037C	-	0.381
chrXII	224920	225172	YLR038C	-	0.067
chrXII	225425	228596	YLR039C	-	-0.179
chrXII	228907	229582	YLR040C	-	0.304
chrXII	229965	230451	YLR042C	-	0.465
chrXII	231701	232013	YLR043C	-	0.301
chrXII	232389	234081	YLR044C	-	0.387
chrXII	235036	237703	YLR045C	-	-0.35
chrXII	238000	238813	YLR046C	-	0.02
chrXII	239346	241407	YLR047C	-	-0.099
chrXII	242231	243349	YLR048W	+	-0.157
chrXII	243885	245172	YLR049C	-	-0.168
chrXII	245586	246072	YLR050C	-	0.011
chrXII	246323	246977	YLR051C	-	-0.892
chrXII	247200	247953	YLR052W	+	-0.036
chrXII	248099	248426	YLR053C	-	0.198
chrXII	248716	250978	YLR054C	-	0.619
chrXII	251271	253080	YLR055C	-	0
chrXII	253860	254958	YLR056W	+	-0.236
chrXII	255305	257855	YLR057W	+	-0.058
chrXII	257991	259401	YLR058C	-	-0.185
chrXII	259737	260547	YLR059C	-	-0.287
chrXII	260978	262766	YLR060W	+	-0.043
chrXII	263193	263948	YLR061W	+	-0.149
chrXII	264156	265254	YLR063W	+	-0.263
chrXII	265455	266277	YLR064W	+	-0.138
chrXII	266372	266918	YLR065C	-	-0.377
chrXII	267168	267723	YLR066W	+	-0.022
chrXII	267812	270710	YLR067C	-	0.103
chrXII	271007	271463	YLR068W	+	-0.61
chrXII	271629	273915	YLR069C	-	0.131
chrXII	274140	275211	YLR070C	-	0.264
chrXII	275377	278626	YLR071C	-	0.501
chrXII	278861	280943	YLR072W	+	0.012
chrXII	281018	281621	YLR073C	-	-0.392
chrXII	281955	282456	YLR074C	-	-0.4
chrXII	282926	283592	YLR075W	+	0.001
chrXII	283871	285623	YLR077W	+	-0.2
chrXII	285735	286559	YLR078C	-	-0.092
chrXII	286819	287674	YLR079W	+	-0.395
chrXII	287915	289250	YLR080W	+	0.428
chrXII	290211	291936	YLR081W	+	0.436
chrXII	292393	293572	YLR082C	-	-0.265
chrXII	294090	296094	YLR083C	-	-0.331
chrXII	296588	300251	YLR084C	-	0.176
chrXII	300672	301989	YLR085C	-	-0.128
chrXII	302242	306499	YLR086W	+	-0.233
chrXII	316106	317951	YLR088W	+	0.002
chrXII	318236	320015	YLR089C	-	0.43
chrXII	320700	322080	YLR090W	+	-0.06
chrXII	322296	323178	YLR091W	+	0.306
chrXII	323543	326225	YLR092W	+	0.496
chrXII	326512	327415	YLR093C	-	0.301
chrXII	327729	329238	YLR094C	-	0.153
chrXII	329676	332115	YLR095C	-	-0.204
chrXII	332589	336033	YLR096W	+	-0.043
chrXII	336230	337265	YLR097C	-	0.271
chrXII	337526	339473	YLR098C	-	0.352
chrXII	339743	340928	YLR099C	-	1.259
chrXII	341809	342853	YLR100W	+	0.146
chrXII	342969	343767	YLR102C	-	0.191
chrXII	343988	345941	YLR103C	-	0.088
chrXII	346584	346980	YLR104W	+	0.091
chrXII	347046	348180	YLR105C	-	-0.043
chrXII	349005	363738	YLR106C	-	0
chrXII	364115	365330	YLR107W	+	0.313
chrXII	366666	368124	YLR108C	-	-0.347
chrXII	368780	369311	YLR109W	+	0.626
chrXII	369696	370098	YLR110C	-	0.4
chrXII	371619	372927	YLR113W	+	-0.03
chrXII	374943	377238	YLR114C	-	-0.021
chrXII	377984	380564	YLR115W	+	-0.273
chrXII	380821	382252	YLR116W	+	-0.19
chrXII	382470	384534	YLR117C	-	0.025
chrXII	384724	385408	YLR118C	-	0.618
chrXII	385533	386175	YLR119W	+	1.457
chrXII	386510	388220	YLR120C	-	0.268
chrXII	388743	390270	YLR121C	-	1.535
chrXII	393483	393894	YLR125W	+	0.879
chrXII	394764	395520	YLR126C	-	-0.149
chrXII	395757	398319	YLR127C	-	-0.021
chrXII	398529	399433	YLR128W	+	0.152
chrXII	399656	402488	YLR129W	+	-0.319
chrXII	402793	404062	YLR130C	-	-0.391
chrXII	404509	406822	YLR131C	-	-0.067
chrXII	407282	408155	YLR132C	-	1.075
chrXII	408444	410193	YLR133W	+	0.112
chrXII	410722	412414	YLR134W	+	0.154
chrXII	413280	415527	YLR135W	+	0.015
chrXII	415800	416658	YLR136C	-	0.087
chrXII	417005	418109	YLR137W	+	0.438
chrXII	418436	421394	YLR138W	+	0.129
chrXII	421541	423473	YLR139C	-	-0.177
chrXII	423682	424774	YLR141W	+	0
chrXII	425185	426616	YLR142W	+	1.575
chrXII	427328	429386	YLR143W	+	-0.175
chrXII	429676	432016	YLR144C	-	0.113
chrXII	432167	432773	YLR145W	+	-0.172
chrXII	432822	433725	YLR146C	-	0.021
chrXII	434157	434463	YLR147C	-	-0.011
chrXII	434640	437397	YLR148W	+	-0.146
chrXII	437630	439823	YLR149C	-	0.898
