chromosome	TSS	TES	Gene	h1logFC	h1pval	h3logFC	h3pval	h6logFC	h6pval	h24logFC	h24pval	d7logFC	d7pval
chr2	132088992	132137777	Cds2	-0.328882	0.3234	-0.651738	0.0548	-0.512626	0.1155	-0.205638	0.5121	0.0882076	0.80545
chr2	132196064	132211183	Prokr2	1.91089	1	1.10705	1	1.61391	1	2.0651	1	0.288485	1
chr2	132250476	132278235	4921508D12Rik	0	1	0	1	0	1	0	1	0	1
chr2	132316463	132349793	1700026D11Rik	-0.0476535	1	-0.373591	1	-0.2865	1	0	1	1.76208	1
chr2	132354818	132403984	Gpcpd1	0.134468	0.70195	-0.399827	0.2511	-0.230823	0.48905	-0.383509	0.23505	-0.790034	0.04375
chr2	132423931	132478800	AU019990	0	1	-0.95542	1	0	1	-1.95557	1	-2.03745	1
chr2	132516018	132576791	1110034G24Rik	-0.559772	0.348	-0.22138	0.6677	0.167457	0.73645	0.456728	0.30485	0.629388	0.23525
chr2	132607013	132620808	Chgb	0.1948	1	0	1	-1.71114	1	-2.75616	1	-1.1389	1
chr2	132629950	132641790	Trmt6	0.219411	0.5209	0.22802	0.4774	0.249356	0.43235	-0.297629	0.3382	-0.324812	0.37965
chr2	132642070	132669924	Mcm8	0.0423517	0.9176	-0.0857515	0.8375	0.0842232	0.8217	-0.366475	0.3223	-0.643595	0.1521
chr2	132672401	132692504	Crls1	-0.177055	0.6225	0.0286525	0.9351	0.132862	0.6924	-0.378244	0.249	-0.391923	0.32725
chr2	132694251	132706598	Lrrn4	0	1	0	1	0	1	0	1	0	1
chr2	132729914	132771772	Fermt1	1.80356	1	0	1	0	1	-1.13907	1	0	1
chr2	133378934	133388621	Bmp2	1.45461	1	0.592128	1	1.75742	0.0172	-0.168158	1	-0.771365	1
chr2	134323096	134380088	Hao1	-1.43349	1	1.4047	1	0.00803709	1	0.53164	1	-1.71257	1
chr2	134420241	134469857	Tmx4	-0.488123	0.17765	-0.343102	0.31265	-0.271821	0.40975	-0.675427	0.03445	-0.471637	0.2012
chr2	134611899	135300994	4930545L23Rik	-1.01563	1	0.843267	1	0	1	0.616154	1	-1.45248	1
chr2	134611899	135300994	Plcb1	-0.0341411	0.9292	-0.569656	0.14245	-0.47291	0.2087	-0.458717	0.18885	-0.589104	0.15725
chr2	135406265	135408956	9630028H03Rik	0	1	0	1	0	1	0	1	0	1
chr2	135567565	135838804	Plcb4	0.316536	0.4373	0.817043	0.03485	-0.223794	0.56485	0.00063419	0.99855	-0.0235679	0.9581
chr2	135883662	135895653	Lamp5	0	1	0	1	0	1	0	1	0	1
chr2	135906823	136213703	Pak7	-0.0315513	1	-1.37046	1	0	1	-0.3025	1	0	1
chr2	136358056	136381590	Ankef1	-2.4211	1	-1.33099	1	-1.08751	1	-0.165602	1	0.715798	1
chr2	136539185	136608164	Snap25	0.952347	1	1.49383	1	0	1	-0.370603	1	1.73141	1
chr2	136699516	136895514	Mkks	-0.210262	0.64535	-0.112427	0.7939	0.36892	0.3732	0.150052	0.6957	-0.0325348	0.9447
chr2	136699516	136895514	Slx4ip	-0.075058	0.9311	-0.510326	0.5936	0.207112	0.8071	-0.129453	0.88065	-0.214288	0.819
chr2	136907186	136942256	Jag1	0.417878	0.2124	0.197441	0.5452	-0.110006	0.72995	-0.709686	0.02585	-0.575942	0.13365
chr2	138082319	138113158	Btbd3	-0.412578	0.22355	-0.17638	0.5824	0.161315	0.6244	0.00609305	0.98365	-0.439825	0.2342
chr2	138645664	138645743	Mir1952	0	1	0	1	0	1	0	1	0	1
chr2	139319655	139463410	Sptlc3	0	1	0	1	0	1	0	1	0	1
chr2	139503913	139584317	Ism1	-0.419418	0.22565	0.062413	0.8413	-0.0852419	0.79075	-0.062993	0.8398	0.557079	0.15525
chr2	139659215	139892521	Tasp1	-0.0506799	0.8924	-0.660394	0.08805	-0.114982	0.7484	-0.0709896	0.8336	-0.632171	0.119
chr2	139945616	139996294	Esf1	0.0241543	0.94535	0.317342	0.34175	0.137493	0.681	-0.946366	0.00415	-1.3637	0.0004
chr2	139996381	140030988	Ndufaf5	-0.0436992	0.91125	-0.182488	0.64145	0.0277865	0.94725	0.000381497	0.9984	-0.123648	0.771
chr2	140055593	140215446	Sel1l2	0	1	0	1	0	1	0	1	0	1
chr2	140221165	142215786	Flrt3	0.463294	0.28485	0.696411	0.09645	0.592959	0.12685	-0.685556	0.10025	-0.248211	0.6041
chr2	140221165	142215786	Macrod2	0.449649	0.60045	-0.456556	0.6528	0.0694732	0.93695	0.0915886	0.893	0.0676162	0.94385
chr2	142444080	142727200	Kif16b	-0.407533	0.26535	-1.17353	0.00095	-0.442707	0.1882	-0.469738	0.1488	0.0560836	0.8885
chr2	142888804	142897788	Snrpb2	0.0797922	0.82565	0.0976814	0.771	0.300369	0.3687	-0.111152	0.7261	-0.0436159	0.90155
chr2	142904227	142907435	Otor	0.357794	0.5931	-0.630447	0.34535	-0.637771	0.36615	-0.231839	0.7035	1.13986	0.08125
chr2	143361211	143642018	C630020P19Rik	0	1	0	1	0	1	0	1	0	1
chr2	143361211	143642018	Gm12360	0	1	0	1	0	1	0	1	0	1
chr2	143361211	143642018	Pcsk2	0.815793	1	0.704784	1	-0.322752	1	0.180024	1	0.810282	1
chr2	143652263	143688909	Bfsp1	-0.668456	0.28515	-1.2146	0.0605	-0.287177	0.6409	0.0908681	0.86055	0.856764	0.11195
chr2	143741066	143769060	Dstn	0.404204	0.25845	0.342993	0.33105	0.458217	0.18035	-0.361906	0.28755	-0.281331	0.48685
chr2	143773130	143836999	Rrbp1	-0.382471	0.31015	-0.410491	0.28105	-0.208254	0.5809	-0.537999	0.1335	-0.197367	0.6694
chr2	143858837	143899715	Banf2	0	1	0	1	0	1	0	1	0	1
chr2	143998885	144015026	Gm5535	0	1	-0.0401794	1	0	1	-2.14541	1	-1.52027	1
chr2	144075858	144096638	Snord17	1.95235	1	0	1	-0.318805	1	3.84107	0.43465	-0.0410684	1
chr2	144075858	144096638	Snx5	0.113755	0.74	-0.244063	0.4558	-0.0739959	0.81615	-0.268285	0.3851	-0.326473	0.36905
chr2	144096770	144106965	Mgme1	-0.353894	0.44545	0.0783493	0.85545	0.527951	0.1984	0.291021	0.4606	0.237001	0.59335
chr2	144130911	144157816	Ovol2	0	1	0	1	0	1	0	1	0	1
chr2	144194718	144233411	Csrp2bp,Pet117	-0.384873	0.27145	0.34949	0.30045	0.477369	0.1266	0.265615	0.37545	0.0968457	0.78695
chr2	144285015	144293530	LOC171588	0	1	0.199133	1	0	1	0.202163	1	-0.598086	1
chr2	144285015	144293530	Zfp133-ps	-0.714982	0.34165	-1.7695	0.05185	-0.0813375	0.9	-0.351028	0.59385	-0.0850081	0.9176
chr2	144296292	144353134	Dzank1	-0.754969	1	-0.924967	1	-0.323266	1	-0.360072	1	0.375655	1
chr2	144353480	144367515	Polr3f	0.172046	0.6588	0.587359	0.0956	0.308636	0.3606	-0.117203	0.72335	-0.339574	0.38885
chr2	144368000	144376595	Rbbp9	-0.0919185	0.79365	-0.331806	0.34645	0.253031	0.44645	0.303372	0.33165	0.376101	0.30325
chr2	144381964	144416489	Sec23b	-0.00720126	0.98185	0.332365	0.29305	0.469855	0.13505	-0.27528	0.3609	-0.504783	0.16485
chr2	144419800	144421101	Gm561	-0.475511	0.45595	-0.53936	0.36615	0.0582014	0.9106	0.446017	0.3753	0.133936	0.82615
chr2	144425688	144594483	Dtd1	0.28396	0.4339	-0.0525154	0.8756	-0.501382	0.15325	0.149884	0.64245	0.541711	0.13985
chr2	144649401	144650151	Scp2d1	0	1	0	1	0	1	0	1	0	1
chr2	145068346	145467675	Gm14092	0	1	0	1	0	1	0	1	0	1
chr2	145068346	145467675	Slc24a3	0.247052	0.50565	-0.260158	0.46275	-1.18478	0.00215	-0.0798648	0.81055	0.658268	0.1052
chr2	145526930	145579408	BC039771	-1.6749	1	-1.22001	1	-1.07065	1	-1.12472	1	-1.16994	1
chr2	145611851	145713352	Rin2	-0.566812	0.09435	-0.322627	0.3158	-0.556325	0.06965	-0.0154257	0.95705	0.223889	0.5297
chr2	145728976	145742161	Naa20	-0.0887042	0.80105	0.215553	0.5197	0.305992	0.3543	-0.0836109	0.78815	-0.448849	0.2413
chr2	145743217	145760436	Crnkl1	-0.186582	0.5724	-0.207871	0.5231	-0.0511969	0.8726	-0.360387	0.2294	-0.267302	0.42735
chr2	145760519	145789962	4930529M08Rik	0	1	-0.163788	1	3.61973	1	1.46853	1	0.650143	1
chr2	146047732	146050754	Insm1	0	1	0.627977	1	0	1	0	1	0.76784	1
chr2	146067034	146337740	A930019D19Rik	0	1	0	1	0	1	0	1	0	1
chr2	146067034	146337740	Ralgapa2	0.125142	0.77915	-0.116263	0.7968	0.015994	0.96935	-0.0679697	0.87045	-0.234444	0.628
chr2	146368666	146371844	4933406D12Rik	0	1	0	1	0	1	0	1	0	1
chr2	146681624	146795825	Plk1s1	-0.241411	0.5181	-1.07652	0.0096	-0.615441	0.1033	-0.162406	0.63685	0.629553	0.1027
chr2	146838795	146903733	Xrn2	0.0324716	0.9144	-0.00875826	0.97625	-0.0430721	0.88725	-0.366076	0.19615	-0.413047	0.22925
chr2	146909611	146911081	Nkx2-4	0	1	0	1	0	1	-2.3706	1	0	1
chr2	147003281	147157417	Nkx2-2	0.615827	1	-0.465474	1	0.77998	1	-1.0176	1	-1.25809	1
chr2	147003281	147157417	Nkx2-2as	0	1	0	1	0	1	0	1	0	1
chr2	147187278	147188529	AI646519	0	1	0	1	0	1	0	1	-0.598086	1
chr2	147190729	147200784	Pax1	-0.465671	0.45095	-0.743304	0.25945	-0.76644	0.18345	-0.0823307	0.88085	0.894663	0.12425
chr2	147536428	147543368	A530006G24Rik	0	1	0	1	0	1	0	1	0	1
chr2	147868613	147872705	Foxa2	0	1	0	1	0	1	0	1	0	1
chr2	148221112	148222500	Sstr4	-0.309252	1	-2.24745	1	-1.1969	1	-1.2473	1	0	1
chr2	148230206	148233924	Thbd	0.21356	0.5836	0.0317716	0.9295	0.108861	0.76055	-0.844007	0.01725	-0.086509	0.82835
chr2	148262386	148269271	Cd93	-0.175545	0.70735	-0.41701	0.4012	-0.189961	0.6952	-0.410116	0.35295	0.267935	0.61195
chr2	148498350	148501762	Nxt1	-0.0246106	0.9481	0.379034	0.2941	0.42505	0.2283	0.2524	0.45535	-0.0619692	0.87995
chr2	148506855	148518685	Gzf1	-0.518086	0.14765	0.133778	0.67725	0.007537	0.9812	0.021593	0.94665	-0.187012	0.6017
chr2	148520392	148558156	Napb	-0.792529	0.22205	-0.250156	0.67495	-0.0849402	0.86905	0.110081	0.8361	0.0861213	0.87985
chr2	148576096	148581114	Cstl1	-2.4211	1	0	1	-2.68332	1	-1.76393	1	0	1
chr2	148594353	148597233	Cst11	0	1	0	1	0	1	0	1	0	1
chr2	148607744	148611672	8030411F24Rik	0	1	0	1	0	1	0	1	0	1
chr2	148615096	148619173	Cst12	0	1	0	1	0	1	0	1	0	1
chr2	148624574	148631320	Cst8	0	1	0	1	0	1	0	1	0	1
chr2	148645834	148656146	Cst13	0	1	0	1	0	1	0	1	0	1
chr2	148660882	148664473	Cst9	0	1	0	1	0	1	0	1	0	1
chr2	148672449	148676670	9230104L09Rik	0	1	0	1	0	1	0	1	0	1
chr2	148697467	148701204	Cst3	0.648933	0.13925	0.622966	0.1474	0.476507	0.2499	0.811804	0.0552	1.60843	0.00545
chr2	149230984	149236014	Cst10	0	1	0	1	0	1	0	1	0	1
chr2	149656518	149830128	Syndig1	0.401799	0.48945	-2.26157	0.03875	-0.595721	0.3092	0.523779	0.32245	0.743968	0.17015
chr2	149940142	149962414	Zfp120	-1.01332	0.01995	-0.269455	0.48795	-0.0886414	0.8142	-0.494655	0.18825	-0.608427	0.15725
chr2	150007490	150019015	Gm14139	-1.04763	1	0.612603	1	0.278641	1	0.184479	1	-0.0511641	1
chr2	150043834	150070610	Zfp937	-1.04795	0.0325	0.388956	0.3627	0.377403	0.3347	0.256633	0.5078	0.391224	0.3898
chr2	150083252	150096036	Gm14124	-1.83597	1	0.352978	1	-0.494408	1	0.187884	1	-0.337021	1
chr2	150136672	150188501	3300002I08Rik	0.0452069	1	1.30365	0.15415	0.836854	0.3834	0.891233	0.357	0.841106	0.37345
chr2	150232872	150277230	Zfp442	-2.19512	0.0076	0.15917	0.77745	0.270355	0.58	-0.0213175	0.96745	-0.236686	0.68365
chr2	150296726	150310799	Zfp345	-0.0626972	1	0.595068	1	-0.504541	1	-1.04076	1	-1.07317	1
chr2	150396150	150404680	Cst7	3.02472	0.07655	2.10393	1	1.80949	1	1.98143	1	1.64493	1
chr2	150408816	150434259	Apmap	0.231935	0.47635	-0.0354537	0.91855	-0.0583871	0.85515	-0.281605	0.3672	-0.717844	0.04855
chr2	150443846	150494668	Acss1	-0.350516	1	-0.994585	1	-0.30319	1	-1.44977	1	-0.256179	1
chr2	150443846	150494668	E130215H24Rik	0	1	0	1	0	1	0	1	0	1
chr2	150506439	150514873	Vsx1	1.12264	1	-0.377272	1	-1.82924	1	-1.11544	1	-1.35418	1
chr2	150574816	150597410	Entpd6	-0.0136135	0.9695	0.144189	0.66405	0.378099	0.24515	0.0968252	0.75935	-0.302319	0.41285
chr2	150612531	150657484	Pygb	-0.167118	0.6123	-0.411424	0.18685	-0.366297	0.22625	-0.0155735	0.9558	0.648285	0.0769
chr2	150658250	150730467	Abhd12	0.0118976	0.9708	-0.127246	0.6923	-0.320088	0.2907	0.0752603	0.79705	0.469284	0.2006
chr2	150735329	150757016	Gins1	0.577005	0.26855	-0.0626705	0.8998	0.241246	0.6212	0.0416404	0.9346	-0.34891	0.571
chr2	150760254	150835134	Ninl	-0.102401	0.80235	0.122505	0.75705	-0.0757692	0.85015	-0.576607	0.1328	-0.233258	0.5812
chr2	150855420	150865115	Nanp	-0.224604	0.59785	0.278772	0.48345	0.514917	0.17015	0.206287	0.56835	0.374168	0.36305
chr2	151127774	151141739	4930442J19Rik	0	1	0	1	0	1	0	1	0	1
chr2	151296277	151301887	4921509C19Rik	0	1	0	1	0	1	0	1	0	1
chr2	151320043	151337040	Nsfl1c	0.198053	0.5287	0.280134	0.3714	0.280878	0.3524	0.30197	0.291	0.474608	0.1774
chr2	151368234	151387427	Fkbp1a	0.160732	0.6278	0.0745636	0.81735	0.0161034	0.96	0.0513289	0.86725	-0.189616	0.60715
chr2	151398367	151415735	Sdcbp2	-1.89238	1	0.927341	0.2301	0.87016	0.2463	-1.33215	0.0851	-0.0350451	0.96685
chr2	151416285	151458269	Snph	-0.758158	1	0.144648	1	-0.364541	1	-1.5294	1	0.00440235	1
chr2	151471139	151494269	Rad21l	0	1	0	1	0	1	0	1	0	1
chr2	151527743	151533046	Tmem74b	0.151469	1	0.23436	1	0.146489	1	0.18403	1	0.350392	1
chr2	151541797	151567029	Psmf1	0.141271	0.67475	0.376127	0.2462	0.158088	0.60695	0.287292	0.3375	0.448702	0.19025
chr2	151668662	151700404	Rspo4	2.55568	1	0.200699	1	1.26258	1	2.20216	1	1.46936	1
chr2	151737067	151770390	Angpt4	-0.216117	0.5806	-0.65743	0.0673	-0.986986	0.0079	0.0538617	0.8758	-0.199275	0.60965
chr2	151793264	151793353	Mir1953	0	1	0	1	0	1	0	1	0	1
chr2	151795133	151805955	Fam110a	-0.745874	0.13925	0.131291	0.7614	-0.399728	0.39145	1.00987	0.01225	0.489862	0.27245
chr2	151822246	151834994	Slc52a3	0.138844	0.81225	-0.551785	0.319	-1.09304	0.06895	0.472909	0.33385	-0.092163	0.86965
chr2	151907264	151921538	Scrt2	-0.462665	1	0	1	0	1	0.920261	1	0	1
chr2	151931259	151937112	Srxn1	0.654452	0.04015	1.23808	0.00035	0.334203	0.28905	-0.443902	0.1441	-0.617512	0.0801
chr2	151969344	151974832	Tcf15	0	1	0	1	0	1	0	1	0	1
chr2	152052575	152107587	Csnk2a1	-0.127638	0.68315	-0.139867	0.6483	0.0436183	0.88495	-0.170276	0.55155	-0.363211	0.28985
chr2	152119607	152138326	Tbc1d20	-0.0875531	0.7768	-0.04832	0.87205	-0.145566	0.62985	-0.0789934	0.78765	0.035335	0.9179
chr2	152142069	152158375	Rbck1	0.00568113	0.9858	-0.434984	0.1663	-0.523767	0.09505	0.114833	0.69875	0.371082	0.29675
chr2	152163160	152169796	Trib3	-0.353124	0.31755	-0.698787	0.038	-0.156156	0.6273	0.763166	0.01545	0.309017	0.3922
chr2	152171404	152202302	Gm14164	0	1	0	1	0	1	0	1	0	1
chr2	152171404	152202302	Nrsn2	0	1	0	1	0	1	0	1	0	1
chr2	152219347	152223782	Sox12	-0.308841	0.42345	-0.43879	0.2401	-0.0186211	0.96035	0.496661	0.14025	0.0121485	0.9765
chr2	152237691	152240780	Zcchc3	-0.352207	0.43755	0.398538	0.35255	0.258124	0.52455	0.199782	0.6239	-0.0371134	0.9413
chr2	152241322	152270064	6820408C15Rik	-0.600389	1	-1.43056	1	-2.10711	1	-0.946189	1	-1.96403	1
chr2	152284790	152290356	Defb23	0	1	0	1	0	1	0	1	0	1
chr2	152302798	152305670	Defb20	0	1	0	1	0	1	0	1	0	1
chr2	152311401	152315874	Defb22	0	1	0	1	0	1	0	1	0	1
chr2	152333491	152337472	Defb26	0	1	0	1	0	1	0	1	0	1
chr2	152343990	152347183	Defb28	0	1	0	1	0	1	0	1	0	1
chr2	152364449	152365777	Defb29	0	1	0	1	0	1	0	1	0	1
chr2	152398479	152400679	Defb21	0	1	0	1	0	1	0	1	0	1
chr2	152401821	152406048	Defb19	0	1	0	1	0	1	0	1	0	1
chr2	152418926	152422221	Defb45	0	1	0	1	0	1	0	1	0	1
chr2	152430062	152438465	Defb36	0	1	0	1	0	1	0	1	0	1
chr2	152448091	152448789	Defb25	-0.997482	1	0.867064	0.4977	-0.0386749	1	1.79813	0.15	1.98382	0.0838
chr2	152452743	152460927	Rem1	0.0929922	0.8368	1.32116	0.0033	-0.100053	0.82615	-0.337813	0.4602	0.245847	0.5903
chr2	152495196	152534404	H13	0.0595523	0.8671	0.0147628	0.9657	0.0983156	0.77925	-0.0885666	0.78225	0.219279	0.58595
chr2	152495196	152534404	Mcts2	0.500132	0.83215	0.380721	0.8737	0.252711	0.91325	0.343554	0.8798	0.104702	0.9581
chr2	152562009	152563146	Id1	-0.33719	0.3771	-0.892988	0.03095	-1.47445	0.00095	-2.04062	5.00E-05	-1.95943	5.00E-05
chr2	152579908	152590773	Cox4i2	-0.678243	0.2448	-0.562313	0.29645	-1.52128	0.0099	-0.00160429	0.9972	-0.862266	0.1081
chr2	152606403	152657418	Bcl2l1	0.180624	0.57745	0.382688	0.2432	0.134841	0.66375	0.240749	0.42485	0.701887	0.0524
chr2	152673699	152721057	Tpx2	0.215452	0.5431	0.107072	0.75395	0.204756	0.53305	-0.0937225	0.76585	-0.56431	0.1815
chr2	152737087	152748801	Mylk2	0.56685	1	2.22957	0.00725	1.23062	0.04105	-0.871865	1	-0.11675	1
chr2	152757633	152758944	Foxs1	1.32442	0.0009	1.7592	5.00E-05	0.518446	0.1569	-0.191272	0.61195	0.0638254	0.89485
chr2	152766730	152777318	Dusp15	-0.384163	1	0.147064	1	-0.444499	1	-1.83095	1	-1.36373	1
chr2	152788220	152834218	Ttll9	2.6398	1	1.20067	1	2.38214	1	1.19212	1	1.33088	1
chr2	152834625	152841119	Pdrg1	-0.322881	0.33485	0.116519	0.7132	0.272139	0.3741	-0.146225	0.61265	-0.0492831	0.88215
chr2	152857587	152881511	Xkr7	0	1	0	1	0	1	0	1	0	1
chr2	152891690	152907471	Ccm2l	-0.279237	1	2.3488	1	0	1	0.997812	1	-1.44864	1
chr2	152934203	152977177	Hck	-0.590161	0.21105	1.2237	0.00245	0.703728	0.08035	-0.373406	0.352	0.0693898	0.8807
chr2	152987036	153036199	Tm9sf4	-0.0916564	0.77575	-0.134478	0.6812	-0.211492	0.4962	-0.190556	0.5229	-0.0673566	0.84905
chr2	153048105	153051177	Tspyl3	-0.540284	0.28225	-0.61797	0.16765	-0.599365	0.1904	0.00657005	0.9862	0.211	0.6585
chr2	153053504	153067094	Plagl2	-0.306595	0.4704	0.146301	0.70115	0.110345	0.7756	-0.12461	0.7284	-0.359398	0.4114
chr2	153067267	153095985	Pofut1	-0.159085	0.6202	-0.334179	0.292	-0.483214	0.1286	-0.171975	0.56065	-0.0432101	0.8997
chr2	153117151	153159125	Kif3b	-0.360795	0.27315	-0.104737	0.74205	-0.0896532	0.77275	-0.131348	0.6624	-0.11929	0.72385
chr2	153166892	153171546	2500004C02Rik	-0.173519	0.78825	0.186556	0.74885	-0.0542187	0.929	-0.163455	0.7636	0.108854	0.84825
chr2	153171874	153229743	Asxl1	0.0102039	0.97385	-0.115301	0.7137	-0.191939	0.52845	-0.122581	0.6771	0.0318977	0.9236
chr2	153233196	153355707	8430427H17Rik	0.0664746	0.8783	1.29566	0.0024	0.052303	0.8969	0.055415	0.88585	0.384729	0.38305
chr2	153442665	153458517	Commd7	0.0272612	0.9355	0.121176	0.7147	0.2918	0.36385	0.506209	0.0907	0.37917	0.2943
chr2	153475184	153513466	Dnmt3b	-0.281917	0.6231	0.408187	0.4284	0.50058	0.3344	-0.0609355	0.9052	-0.29468	0.6197
chr2	153567022	153599050	Mapre1	0.235518	0.47065	0.11675	0.7173	0.121374	0.7071	-0.39014	0.20135	-0.431892	0.23095
chr2	153606614	153620918	Efcab8	3.84334	1	0.200699	1	2.85827	1	2.51351	1	2.23675	1
chr2	153681925	153696820	Sun5	0	1	0	1	0	1	0	1	0	1
chr2	153700780	153721006	Bpifb2	0	1	0	1	0	1	0	1	0	1
chr2	153726123	153738529	Bpifb6	0	1	0	1	0	1	0.175555	1	0	1
chr2	153743965	153758732	Bpifb3	0	1	0	1	0	1	0	1	0	1
chr2	153766597	153789588	Bpifb4	0	1	0	1	0	1	0	1	0	1
chr2	153800680	153826231	Bpifa6	0	1	0	1	0	1	0	1	0	1
chr2	153834011	153841809	Bpifa2	0	1	0	1	0	1	0	1	0	1
chr2	153956082	153964091	Bpifa3	0	1	0	1	0	1	0	1	0	1
chr2	153968615	153974953	Bpifa1	5.36967	0.2292	6.288	0.22675	1.16836	1	2.75289	1	1.53652	1
chr2	153988342	153994182	Bpifa5	0	1	0	1	0	1	0	1	0	1
chr2	154016553	154046079	Bpifb1	0	1	0	1	0	1	0	1	0	1
chr2	154049477	154066638	Bpifb5	0	1	0	1	0	1	0	1	0	1
chr2	154083614	154096979	Bpifb9a	0	1	0	1	0	1	0	1	0	1
chr2	154132979	154146378	Bpifb9b	0	1	0	1	0	1	0	1	0	1
chr2	154161121	154198455	Cdk5rap1	-0.234865	0.58135	-0.0467231	0.90325	-0.0491481	0.89755	0.0375818	0.91845	-0.0342704	0.93795
chr2	154202049	154233820	Snta1	0.256832	0.43785	0.307313	0.32875	-0.0111106	0.96935	0.495479	0.10045	0.426669	0.2434
chr2	154262219	154365092	Cbfa2t2	-0.456968	0.20425	0.109005	0.7464	-0.00172306	0.9964	-0.037947	0.902	0.198121	0.5891
chr2	154370140	154384589	1700003F12Rik	-0.431383	1	-0.772394	1	0.248564	1	-0.622898	1	0.0823976	1
chr2	154370140	154384589	Actl10	-0.494692	1	0	1	0	1	0.270266	1	0.469363	1
chr2	154370140	154384589	Necab3	-1.10788	1	-0.421563	1	-0.3765	1	-0.568174	1	-0.0249916	1
chr2	154385374	154395588	E2f1	0.20859	0.52955	-0.860908	0.01575	-0.242672	0.46295	-0.187467	0.55865	0.0174341	0.9593
chr2	154412779	154429409	Pxmp4	0.103585	0.82415	-0.658926	0.13855	-0.141023	0.72465	0.622954	0.09395	1.00112	0.019
chr2	154439103	154472553	Zfp341	-0.307973	0.5909	0.40351	0.4667	0.499752	0.3016	0.181486	0.7311	0.509205	0.35145
chr2	154482761	154520519	Chmp4b	0.0205255	0.9493	-0.268565	0.3987	-0.306125	0.32925	-0.180165	0.5617	-0.176388	0.6285
chr2	154616845	154692997	Raly	0.221547	0.5203	-0.0963518	0.7637	-0.260191	0.40955	0.0467974	0.87775	0.182618	0.6259
chr2	154697145	154718642	Eif2s2	0.526843	0.14185	0.261429	0.42635	0.379518	0.26245	-0.0840285	0.78805	-0.122846	0.7543
chr2	154839305	154876748	a	0	1	0	1	0	1	0	1	0	1
chr2	154885047	154900233	Ahcy	0.225911	0.49335	-0.0201424	0.9484	-0.186611	0.54605	0.00183353	0.99515	0.0623404	0.87145
chr2	154923526	154925815	2310005A03Rik	0	1	0	1	0	1	0	1	0	1
chr2	154959216	155052591	Itch	-0.234972	0.46725	0.0731466	0.81595	0.0902719	0.7664	-0.289966	0.318	-0.456589	0.1996
chr2	155062268	155076013	Dynlrb1	0.304458	0.35205	0.383183	0.2347	0.0752136	0.8132	0.257616	0.39035	0.372971	0.3168
chr2	155102099	155103809	Map1lc3a	0.691859	0.0372	0.425018	0.16965	0.160933	0.5826	0.511043	0.08025	0.863942	0.0131
chr2	155103987	155183160	Mir695	0	1	0	1	0	1	0	1	0	1
chr2	155103987	155183160	Pigu	0.269766	0.47045	-0.0184864	0.9599	0.246507	0.4893	0.284806	0.40535	0.194575	0.62325
chr2	155207591	155215583	Trp53inp2	0.378177	0.25275	-0.0133582	0.9648	-0.375869	0.22755	-0.148372	0.6133	-0.27718	0.42315
chr2	155216391	155266519	Ncoa6	-0.295257	0.39635	0.240444	0.46215	0.254802	0.4204	0.127691	0.6698	0.377014	0.2885
chr2	155316115	155340582	Ggt7	0.0428976	0.90295	-0.111923	0.737	-0.320232	0.33885	-0.150777	0.62795	-0.260681	0.473
chr2	155343778	155388479	4930471I20Rik	-1.68248	1	0	1	-0.708528	1	-1.98395	1	-2.7239	1
chr2	155343778	155388479	Acss2	-0.103175	0.79135	-0.757772	0.06305	-0.998781	0.01175	0.0727902	0.8298	0.285729	0.4618
chr2	155388918	155418442	Gss	-0.0752609	0.82895	-0.136178	0.6784	0.125157	0.69455	-0.224681	0.4694	0.22949	0.55045
chr2	155436947	155518120	Mir499	0	1	0	1	0	1	0	1	0	1
chr2	155436947	155518120	Myh7b	-0.195511	1	0.0749873	1	-0.106279	1	0.113441	1	1.33599	1
chr2	155436947	155518120	Trpc4ap	-0.150003	0.6616	-0.130249	0.68915	-0.188886	0.5528	-0.0263228	0.92975	0.0493399	0.8916
chr2	155527408	155555211	Edem2	-0.191026	0.5839	-0.287951	0.38335	0.0141585	0.965	0.199218	0.522	0.222675	0.5198
chr2	155576952	155581214	Procr	0.217516	0.5774	0.0589594	0.8812	0.208485	0.58665	-0.0290861	0.93505	0.139537	0.72885
chr2	155601079	155644939	BC029722	0.254809	0.44395	-0.216361	0.51175	-0.325686	0.31125	0.3771	0.20795	0.401909	0.2618
chr2	155601079	155644939	Mmp24	0.379831	1	1.37419	1	0.61026	1	-0.755972	1	0.952705	1
chr2	155645572	155652661	Eif6	0.364555	0.2712	0.452964	0.1428	0.314114	0.3182	0.140694	0.62105	0.242355	0.52405
chr2	155654918	155660590	Fam83c	2.08667	1	1.39654	1	1.25717	1	0.417759	1	-0.455856	1
chr2	155672621	155756046	Uqcc	-0.177287	0.6106	0.14786	0.66005	0.0894551	0.7845	0.136284	0.66455	0.127215	0.72465
chr2	155766760	155771100	Gdf5	0.361165	1	1.55222	1	-0.0398543	1	1.17349	1	-0.354042	1
chr2	155782293	155824636	Cep250	-0.560824	0.1141	-0.506358	0.14515	-0.309428	0.3505	-0.458912	0.14515	0.0656815	0.8583
chr2	155826178	155833713	6430550D23Rik	-0.315705	1	0.699165	1	-0.56819	1	-0.0412638	1	1.19083	1
chr2	155833860	155844015	Ergic3	0.0412298	0.90265	-0.0122541	0.96855	-0.258488	0.40595	0.403374	0.18265	0.700075	0.058
chr2	155844875	155878683	Fer1l4	0	1	0	1	0	1	0	1	0	1
